.\jfreechart-master\src\main\java\org\jfree\chart\plot\CombinedDomainXYPlot.java, org.jfree.chart.plot, CombinedDomainXYPlot, 392, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\legend\PaintScaleLegend.java, org.jfree.chart.legend, PaintScaleLegend, 391, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\time\DynamicTimeSeriesCollection.java, org.jfree.data.time, DynamicTimeSeriesCollection, 390, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java, org.jfree.chart.renderer.xy, XYAreaRenderer, 384, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\block\BorderArrangement.java, org.jfree.chart.block, BorderArrangement, 381, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\category\DefaultIntervalCategoryDataset.java, org.jfree.data.category, DefaultIntervalCategoryDataset, 380, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java, org.jfree.chart.renderer.category, LineAndShapeRenderer, 378, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialPlot.java, org.jfree.chart.plot.dial, DialPlot, 373, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\CombinedRangeXYPlot.java, org.jfree.chart.plot, CombinedRangeXYPlot, 372, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\xy\XYSeriesCollection.java, org.jfree.data.xy, XYSeriesCollection, 371, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultPlotEditor.java, org.jfree.chart.swing.editor, DefaultPlotEditor, 367, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\statistics\DefaultStatisticalCategoryDataset.java, org.jfree.data.statistics, DefaultStatisticalCategoryDataset, 363, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\CombinedDomainCategoryPlot.java, org.jfree.chart.plot, CombinedDomainCategoryPlot, 358, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\date\SerialDate.java, org.jfree.chart.date, SerialDate, 356, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java, org.jfree.chart.plot.pie, MultiplePiePlot, 354, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\GanttRenderer.java, org.jfree.chart.renderer.category, GanttRenderer, 350, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\legend\LegendTitle.java, org.jfree.chart.legend, LegendTitle, 347, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\RingPlot.java, org.jfree.chart.plot, RingPlot, 344, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java, org.jfree.chart.renderer.xy, StackedXYAreaRenderer, 335, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\legend\LegendGraphic.java, org.jfree.chart.legend, LegendGraphic, 334, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java, org.jfree.chart.renderer.category, StatisticalBarRenderer, 332, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java, org.jfree.chart.plot.dial, DialValueIndicator, 327, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\time\TimeSeriesCollection.java, org.jfree.data.time, TimeSeriesCollection, 324, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java, org.jfree.chart.renderer.xy, StackedXYAreaRenderer2, 323, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\gantt\TaskSeriesCollection.java, org.jfree.data.gantt, TaskSeriesCollection, 318, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\CombinedRangeCategoryPlot.java, org.jfree.chart.plot, CombinedRangeCategoryPlot, 306, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\data\time\Week.java, org.jfree.data.time, Week, 302, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\plot\Crosshair.java, org.jfree.chart.plot, Crosshair, 297, 0, Infinity
.\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java, org.jfree.chart.renderer.xy, XYStepAreaRenderer, 295, 0, Infinity
